NUMBER	DATE	GRID	SPECIES	X	Y	WEIGHT	TOE	SX	SEXCON	FLAGS
56862	01/12/2010	MOSA	MN	19	H	23	8//15207090	M	AN	      
56863	01/12/2010	MOSA	MN	22	F	29	8//15304060	F	CSN	      
56864	01/12/2010	MOSA	MN	7	I	25	8//15305060	M	AN	      
56865	01/12/2010	MOSA	MN	12	B	34	8//15305070	M	AN	      
56866	01/12/2010	MOSA	MN	3	E	21	8//15305090	F	CSN	      
56867	01/12/2010	MOSA	MN	3	E	21	8//15305090	F	CSN	      
56868	01/12/2010	MOSA	MN	1	J	35	8//15306070	M	AN	      
56869	01/12/2010	MOSA	MN	27	C	28	8//15308090	F	CSN	      
56870	01/12/2010	MOSA	MN	27	C	28	8//15308090	F	CSN	      
56871	01/12/2010	MOSA	MN	19	A	38	8//15405070	M	AN	      
56872	01/12/2010	MOSA	MN	14	E	29	8//161020100	M	AN	      
56873	01/12/2010	MOSA	MN	29	C	35	8//161040100	M	AN	      
56874	01/12/2010	MOSA	MN	3	J	30	8//16106090	M	AN	      
56875	01/12/2010	MOSA	MN	26	B	24	8//16106090b	M	AN	      
56876	01/12/2010	MOSA	MN	22	B	39	8//16107080	M	AN	      
56877	01/12/2010	MOSA	MN	20	G	26	8//16107090	M	AN	      
56878	01/12/2010	MOSA	MN	18	C	25	8//16108090	F	CSN	      
56879	01/12/2010	MOSA	MN	2	G	22	8//162030100	F	CSN	      
56880	01/12/2010	MOSA	MN	14	H	32	8//16203070	M	AN	      
56881	01/12/2010	MOSA	MN	8	G	19	8//16205080	F	CSN	    SX   
56882	01/12/2010	MOSA	MN	16	A	48	8//16205090	M	AV	      
56883	01/12/2010	MOSA	MN	27	F	23	8//16206090	M	AN	      
56884	01/12/2010	MOSA	MN	15	J	24	8//163040100	F	CSN	      
56885	01/12/2010	MOSA	MN	13	I	17	8//16305060	M	AN	      
56886	01/12/2010	MOSA	MN	12	E	32	8//16305070	F	CSN	      
56887	01/12/2010	MOSA	MN	16	D	25	8//163070100	M	AN	      
56888	01/12/2010	MOSA	MN	17	I	24	8//16405070	M	AN	      
56889	01/12/2010	MOSA	MN	25	J	23	8//164060100	M	AN	      
56890	01/12/2010	MOSA	MN	29	F	26	8//16406070	M	AN	      
56891	01/12/2010	MOSA	MN	30	I	28	8//16406090	F	CSN	      
56892	01/12/2010	MOSA	MN	26	C	28	8//16407080	M	AN	      
56893	01/12/2010	MOSA	MN	13	D	28	8//164080100	M	AN	      
56894	01/12/2010	MOSA	MN	13	J	30	8//16506070	F	CSN	      
56895	01/12/2010	MOSA	MN	16	H	28	8//17102090	M	AN	      
56896	01/12/2010	MOSA	MN	6	H	48	8//17103070	F	CSN	      
56897	01/12/2010	MOSA	MN	4	G	18	8//17103080	F	CSN	      
56898	01/12/2010	MOSA	MN	24	H	23	8//17105090	F	CSN	      
56899	01/12/2010	MOSA	MN	11	E	31	8//17106080	M	AN	      
56900	01/12/2010	MOSA	MN	10	A	25	8//17107090	F	CSN	     CON  
56901	01/12/2010	MOSA	MN	4	E	37	8//17108090	F	CSN	      
56902	01/12/2010	MOSA	MN	17	D	31	8//17203090	M	AN	      
56903	01/12/2010	MOSA	MN	16	F	24	8//17205070	M	AN	      
56904	01/12/2010	MOSA	MN	12	I	28	8//17205080	M	AN	      
56905	01/12/2010	MOSA	MN	8	J	28	8//17206070	F	CSN	      
56906	01/12/2010	MOSA	MN	20	E	35	8//17306070	M	AN	      
56907	01/12/2010	MOSA	TA	20	A	70	8//173090100	M	AN	      
56908	01/12/2010	MOSA	MN	1	C	45	8//174050100	M	AN	      
56909	01/12/2010	MOSA	MN	24	A	25	8//17405090	F	CSN	      
56910	01/12/2010	MOSA	MN	5	A	23	8//174060100	F	CSN	      
56911	01/12/2010	MOSA	MN	1	F	46	8//17406070	M	AV	      
56912	01/12/2010	MOSA	MN	1	E	33	8//17406080	F	CSN	      
56913	01/12/2010	MOSA	MN	5	E	31	8//17406090	M	AN	      
56914	01/12/2010	MOSA	MN	5	B	30	8//174070100	M	AN	      
56915	01/12/2010	MOSA	MN	5	H	28	8//17407080	M	AN	      
56916	01/12/2010	MOSA	MN	5	J	27	8//17407090	M	AN	      
56917	01/12/2010	MOSA	MN	5	C	32	8//174080100	M	AN	      
56918	01/12/2010	MOSA	MN	5	I	23	8//17408090	F	CSN	      
56919	01/12/2010	MOSA	MN	11	I	24	8//174090100	F	CSN	      
56920	01/12/2010	MOSA	MN	17	A	20	8//175060100	M	AN	      
56921	01/12/2010	MOSA	MN	11	J	31	8//17506070	M	AN	      
56922	01/12/2010	MOSA	MN	10	J	30	8//17506080	M	AN	      
56923	01/12/2010	MOSA	MN	10	G	24	8//17506090	F	CSN	      
56924	01/12/2010	MOSA	MN	29	A	30	8//175070100	M	AN	      
56925	01/12/2010	MOSA	MN	17	G	24	8//17507080	M	AN	      
56926	01/12/2010	MOSA	MN	17	B	30	8//17507090	M	AN	      
56927	01/12/2010	MOSA	MN	29	D	19	8//175080100	F	CSN	      
56928	01/12/2010	MOSA	MN	29	B	23	8//17508090	M	AN	      
56929	01/12/2010	MOSA	MN	22	C	28	8//175090100	M	AN	      
56930	01/12/2010	MOSA	MN	25	H	27	8//181020100	M	AN	      
56931	01/12/2010	MOSA	MN	25	A	24	8//18102060	M	AN	      
56932	01/12/2010	MOSA	MN	25	B	31	8//18102070	M	AN	      
56933	01/12/2010	MOSA	MN	25	F	25	8//18102080	M	AN	      
56934	01/12/2010	MOSA	MN	25	G	28	8//18102090	F	CSN	      
56935	01/12/2010	MOSA	MN	30	G	25	8//181030100	M	AN	      
56936	01/12/2010	MOSA	MN	22	H	38	8//18103060	M	AN	      
56937	01/12/2010	MOSA	MN	30	A	26	8//18103070	M	AN	      
56938	01/12/2010	MOSA	MN	30	E	32	8//18103080	M	AN	      
56939	01/12/2010	MOSA	MN	30	F	28	8//18103090	F	CSN	      
56940	01/12/2010	MOSA	MN	9	F	19	8//181040100	M	AN	      
56941	01/12/2010	MOSA	MN	28	A	26	8//18104060	F	CSN	      
56942	01/12/2010	MOSA	MN	28	C	25	8//18104070	M	AN	      
56943	01/12/2010	MOSA	MN	12	A	26	8//18104080	M	AN	      
56944	01/12/2010	MOSA	MN	9	A	28	8//18104090	F	CSN	      
56945	01/12/2010	MOSA	MN	4	C	33	8//181050100	M	AN	      
56946	01/12/2010	MOSA	MN	9	E	27	8//18105060	F	CSN	      
56947	01/12/2010	MOSA	MN	9	H	31	8//18105070	M	AN	      
56948	01/12/2010	MOSA	MN	4	D	31	8//18105080	F	CSN	      
56949	01/12/2010	MOSA	MN	9	J	20	8//18105090	F	CSN	      
56950	01/12/2010	MOSA	MN	3	C	47	8//181060100	M	AN	      
56951	01/12/2010	MOSA	MN	4	I	41	8//18106070	M	AN	      
56952	01/12/2010	MOSA	MN	3	I	38	8//18106080	M	AN	      
56953	01/12/2010	MOSA	MN	3	H	30	8//18106090	F	CSN	      
56954	01/12/2010	MOSA	MN	3	B	27	8//181070100	M	AN	      
56955	01/12/2010	MOSA	MN	3	D	22	8//18107080	M	AN	      
56956	01/12/2010	MOSA	MN	3	A	35	8//18107090	F	CSN	      
56957	01/12/2010	MOSA	MN	18	B	31	8//181080100	M	AN	      
56958	01/12/2010	MOSA	MN	12	G	34	8//18108090	F	CSN	      
56959	01/12/2010	MOSA	MN	20	I	42	8//181090100	M	AN	      
56960	01/12/2010	MOSA	MN	21	B	36	8//182030100	F	CSN	      
56961	01/12/2010	MOSA	MN	15	B	32	8//18203060	M	AN	      
56962	01/12/2010	MOSA	MN	15	F	22	8//18203070	F	CSN	      
56963	01/12/2010	MOSA	MN	18	I	23	8//18203080	F	CSN	      
56964	01/12/2010	MOSA	TA	15	A	59	8//18203090	M	AN	      
56965	01/12/2010	MOSA	MN	16	E	21	8//182040100	F	CSN	      
56966	01/12/2010	MOSA	MN	21	J	23	8//18204060	M	AN	      
56967	01/12/2010	MOSA	MN	21	C	33	8//18204070	M	AN	      
56968	01/12/2010	MOSA	MN	20	C	37	8//18204080	M	AN	      
56969	01/12/2010	MOSA	MN	19	G	22	8//18204090	F	CSN	      
56970	01/12/2010	MOSA	MN	13	H	27	8//182050100	M	AN	      
56971	01/12/2010	MOSA	MN	19	E	23	8//18205060	F	CSN	      
56972	01/12/2010	MOSA	MN	13	A	21	8//18205070	F	CSN	      
56973	01/12/2010	MOSA	MN	3	E	30	8//18205080	M	AN	      
56974	01/12/2010	MOSA	MN	3	E	30	8//18205080	M	AN	      
56975	01/12/2010	MOSA	MN	13	F	23	8//18205090	M	AN	      
56976	01/12/2010	MOSA	MN	26	G	38	8//182060100	F	CSN	      
56977	01/12/2010	MOSA	MN	8	D	42	8//18206070	M	AN	      
56978	01/12/2010	MOSA	MN	8	A	43	8//18206080	M	AN	      
56979	01/12/2010	MOSA	MN	8	E	30	8//18206090	M	AN	      
56980	01/12/2010	MOSA	MN	27	C	26	8//182070100	M	AN	      
56981	01/12/2010	MOSA	MN	26	I	40	8//18207080	M	AN	      
56982	01/12/2010	MOSA	MN	27	H	20	8//18207090	M	AN	      
56983	01/12/2010	MOSA	MN	27	G	22	8//182080100	M	AN	      
56984	01/12/2010	MOSA	MN	23	D	35	8//18208090	M	AN	      
56985	01/12/2010	MOSA	MN	23	G	38	8//182090100	M	AN	      
56986	01/12/2010	MOSA	MN	6	E	25	8//183040100	M	AN	      
56987	01/12/2010	MOSA	MN	23	J	29	8//18304060	M	AN	      
56988	01/12/2010	MOSA	MN	23	F	36	8//18304070	M	AN	      
56989	01/12/2010	MOSA	MN	24	F	25	8//18304080	F	CSN	      
56990	01/12/2010	MOSA	MN	24	E	27	8//18304090	M	AN	      
56991	01/12/2010	MOSA	MN	2	F	28	8//183050100	M	AN	      
56992	01/12/2010	MOSA	MN	7	C	26	8//18305060	F	CSN	      
56993	01/12/2010	MOSA	MN	6	F	20	8//18305070	F	CSN	      
56994	01/12/2010	MOSA	MN	2	C	41	8//18305080	M	AN	      
56995	01/12/2010	MOSA	MN	7	J	36	8//18305090	M	AN	      
56996	01/12/2010	MOSA	MN	2	J	29	8//18306070	M	AN	      
56997	01/12/2010	MOSA	TA	1	D	84	8//440506080	F	CSN	     CON  
56998	01/12/2010	MOSA	MN	26	F	33	8//4740100	M	AN	      
56999	01/12/2010	MOSA	TA	24	C	78	8//475090	M	AN	    SX  CON  
57000	01/12/2010	MOSA	MN	25	E	40	8//481060	M	AN	     CON  
57001	01/12/2010	MOSA	MN	30	B	30	8//4840100	F	CSN	    SX   
57002	01/12/2010	MOSA	MN	26	A	32	8//484090	F	CSN	      
57003	01/12/2010	MOSA	MN	27	B	30	8//485070	M	AN	      
57004	01/12/2010	MOSA	TA	24	I	71	8//52040100	M	AN	      
57005	01/12/2010	MOSA	MN	20	D	39	8//5206090	F	CSN	      
57006	01/12/2010	MOSA	MN	19	B	23	8//5304070a	F	CSN	      
57007	01/12/2010	MOSA	MN	4	A	38	8//5304090	M	AN	      
57008	01/12/2010	MOSA	MN	11	H	31	8//5305090	M	AN	      
57009	01/12/2010	MOSA	MN	12	C	28	8//5306090	F	CSN	      
57010	01/12/2010	MOSA	MN	30	J	29	8//5307090	M	AN	      
57011	01/12/2010	MOSA	MN	30	D	29	8//53080100	M	AN	      
57012	01/12/2010	MOSA	MN	30	C	32	8//5308090	F	CSN	      
57013	01/12/2010	MOSA	MN	21	D	47	8//5406080	M	AN	     CON  
57014	01/12/2010	MOSA	MN	4	F	49	8//6102060	M	AN	      
57015	01/12/2010	MOSA	MN	14	F	37	8//6103070	M	AN	      
57016	01/12/2010	MOSA	LR	11	A	40	8//6104070	M	AN	      
57017	01/12/2010	MOSA	MN	23	H	30	8//61050100	F	CSN	      
57018	01/12/2010	MOSA	MN	28	H	39	8//6205080	M	AN	      
57019	01/12/2010	MOSA	MN	24	D	35	8//6304070	M	AN	      
57020	01/12/2010	MOSA	MN	23	I	39	8//6304090	M	AN	      
57021	01/12/2010	MOSA	MN	29	I	25	8//6405080	M	AN	      
57022	01/12/2010	MOSA	MN	12	F	36	8//7102080	M	AN	      
57023	01/12/2010	MOSA	MN	19	F	29	8//7103070	M	AN	      
57024	01/12/2010	MOSA	TA	8	F	48	8//71040100	M	AN	      
57025	01/12/2010	MOSA	MN	2	D	41	8//7104080	F	CSN	      
57026	01/12/2010	MOSA	MN	8	H	31	8//71060100	M	AN	      
57027	01/12/2010	MOSA	MN	2	H	24	8//7204060	M	AN	      
57028	01/12/2010	MOSA	MN	1	H	42	8//7204080	F	CSN	      
57029	01/12/2010	MOSA	MN	22	G	25	8//7206080	F	CSN	      
57030	01/12/2010	MOSA	MN	11	G	35	8//73040100	F	CSN	      
57031	01/12/2010	MOSA	MN	9	D	37	8//7304060	M	AN	      
57032	01/12/2010	MOSA	MN	19	I	28	8//7305080	M	AN	      
57033	01/12/2010	MOSA	MN	11	B	31	8//73090100	F	CSN	      
57034	01/12/2010	MOSA	MN	14	C	38	8//7406090	F	CSN	      
57035	01/12/2010	MOSA	MN	7	G	24	8//7506090	F	CSN	      
57036	01/12/2010	MOSA	MN	22	D	33	8//7508090	M	AN	      
57037	01/12/2010	MOSA	MN	23	E	29	8//75090100	M	AN	      
57038	01/12/2010	MOSA	MN	13	G	31	8//8105060	F	CSN	      
57039	01/12/2010	MOSA	MN	27	D	31	8//81070100	M	AN	      
57040	01/12/2010	MOSA	MN	26	D	28	8//8107090	M	AN	      
57041	01/12/2010	MOSA	MN	23	A	31	8//8203080	M	AN	      
57042	01/12/2010	MOSA	MN	12	D	54	8//8204080	M	AN	      
57043	01/12/2010	MOSA	MN	7	F	23	8//8205060	M	AN	      
57044	01/12/2010	MOSA	MN	14	A	37	8//8206080	F	CSN	      
57045	01/12/2010	MOSA	MN	15	C	25	8//82090100	F	CSN	      
57046	01/12/2010	MOSA	MN	14	G	49	8//8305070	F	CSN	      
57047	01/12/2010	MOSA	MN	1	G	28	8//8406070	M	AN	      
57048	01/12/2010	MOSA	MN	18	D	28	8//8407090	M	AN	      
57049	02/12/2010	MOSA	MN	18	A	27	8//120308090	M	AN	      
57050	02/12/2010	MOSA	MN	20	F	25	8//1204080100	M	AN	      
57051	02/12/2010	MOSA	MN	26	E	46	8//120408090	M	AN	      
57052	02/12/2010	MOSA	MN	28	C	25	8//120508090	M	AN	      
57053	02/12/2010	MOSA	MN	13	B	21	8//1305060100	F	CSN	      
57054	02/12/2010	MOSA	MN	11	C	21	8//130507090	M	AN	      
57055	02/12/2010	MOSA	MN	9	E	21	8//1305090100	M	AN	      
57056	02/12/2010	MOSA	MN	30	A	18	8//15102060	M	AN	      
57057	02/12/2010	MOSA	MN	30	F	20	8//15102080	M	AN	      
57058	02/12/2010	MOSA	MN	9	A	17	8//15104090	F	CSN	      
57059	02/12/2010	MOSA	MN	28	I	34	8//15105060	M	AN	      
57060	02/12/2010	MOSA	MN	28	I	34	8//15105060	M	AN	      
57061	02/12/2010	MOSA	MN	14	A	42	8//15105080	M	AN	      
57062	02/12/2010	MOSA	MN	27	E	22	8//15106090	F	CSN	      
57063	02/12/2010	MOSA	MN	22	A	28	8//15107090	M	AN	      
57064	02/12/2010	MOSA	MN	4	I	38	8//15205090	F	CSN	      
57065	02/12/2010	MOSA	MN	18	H	21	8//15207090	M	AN	      
57066	02/12/2010	MOSA	MN	12	B	32	8//15305070	M	AN	      
57067	02/12/2010	MOSA	MN	6	B	35	8//15306090	M	AN	      
57068	02/12/2010	MOSA	MN	26	B	27	8//15308090	F	CSN	      
57069	02/12/2010	MOSA	MN	18	C	33	8//15405070	M	AN	      
57070	02/12/2010	MOSA	MN	17	I	22	8//15406090	F	CSN	      
57071	02/12/2010	MOSA	MN	9	D	22	8//16104070	M	AN	      
57072	02/12/2010	MOSA	MN	1	J	27	8//16104080	F	CSN	      
57073	02/12/2010	MOSA	MN	27	B	23	8//16106090	M	AN	      
57074	02/12/2010	MOSA	MN	22	B	34	8//16107080	M	AN	      
57075	02/12/2010	MOSA	MN	20	H	22	8//16107090	M	AN	      
57076	02/12/2010	MOSA	MN	14	G	30	8//16203070	M	AN	      
57077	02/12/2010	MOSA	MN	8	E	27	8//16203080	M	AN	      
57078	02/12/2010	MOSA	MN	8	E	27	8//16203080	M	AN	      
57079	02/12/2010	MOSA	MN	26	F	22	8//16206090	M	AN	      
57080	02/12/2010	MOSA	MN	15	J	20	8//163040100	F	CSN	      
57081	02/12/2010	MOSA	MN	13	I	17	8//16305060	M	AN	      
57082	02/12/2010	MOSA	MN	16	H	22	8//16405070	M	AN	      
57083	02/12/2010	MOSA	MN	26	C	27	8//16407080	M	AN	      
57084	02/12/2010	MOSA	MN	7	A	34	8//17103060	M	AN	      
57085	02/12/2010	MOSA	MN	4	G	15	8//17103080	F	CSN	      
57086	02/12/2010	MOSA	MN	24	B	26	8//1710405060	M	AN	      
57087	02/12/2010	MOSA	MN	11	E	27	8//17106080	M	AN	      
57088	02/12/2010	MOSA	MN	8	E	34	8//17108090	F	CSN	      
57089	02/12/2010	MOSA	MN	8	E	34	8//17108090	F	CSN	      
57090	02/12/2010	MOSA	MN	4	J	38	8//17207080	M	AN	      
57091	02/12/2010	MOSA	MN	4	D	36	8//172080100	F	CSN	      
57092	02/12/2010	MOSA	MN	25	D	25	8//17304060	F	CSN	      
57093	02/12/2010	MOSA	MN	23	A	34	8//17304070	F	CSN	      
57094	02/12/2010	MOSA	MN	19	B	20	8//17304090	F	CSN	      
57095	02/12/2010	MOSA	MN	24	A	26	8//17405090	F	CSN	      
57096	02/12/2010	MOSA	MN	2	D	42	8//17406070	M	AN	      
57097	02/12/2010	MOSA	MN	5	I	20	8//17407090	M	AN	      
57098	02/12/2010	MOSA	MN	17	B	27	8//17507090	M	AN	      
57099	02/12/2010	MOSA	MN	24	F	21	8//18102080	M	AN	      
57100	02/12/2010	MOSA	MN	10	I	28	8//18105070	M	AN	      
57101	02/12/2010	MOSA	MN	3	H	26	8//18106090	F	CSN	      
57102	02/12/2010	MOSA	MN	12	G	29	8//18108090	F	CSN	      
57103	02/12/2010	MOSA	MN	27	H	19	8//182080100	M	AN	      
57104	02/12/2010	MOSA	MN	5	C	25	8//183040100	M	AN	      
57105	02/12/2010	MOSA	MN	1	C	27	8//183050100	M	AN	      
57106	02/12/2010	MOSA	MN	2	C	38	8//18305080	M	AN	      
57107	02/12/2010	MOSA	MN	5	B	23	8//183060100	F	CSN	      
57108	02/12/2010	MOSA	TA	1	C	75	8//18306080	F	CSN	      
57109	02/12/2010	MOSA	MN	1	D	36	8//18306090	M	AN	      
57110	02/12/2010	MOSA	MN	10	J	20	8//183070100	F	CSN	      
57111	02/12/2010	MOSA	MN	5	J	38	8//18307080	M	AN	      
57112	02/12/2010	MOSA	MN	10	H	33	8//18307090	M	AN	      
57113	02/12/2010	MOSA	MN	14	F	44	8//183080100	M	AN	      
57114	02/12/2010	MOSA	MN	11	J	29	8//18308090	M	AN	      
57115	02/12/2010	MOSA	MN	14	H	35	8//183090100	M	AN	      
57116	02/12/2010	MOSA	MN	24	H	56	8//184050100	F	CSN	      
57117	02/12/2010	MOSA	MN	14	E	21	8//18405060	F	CSN	      
57118	02/12/2010	MOSA	MN	17	D	24	8//18405070	M	AN	      
57119	02/12/2010	MOSA	MN	17	A	24	8//18405080	M	AN	      
57120	02/12/2010	MOSA	MN	21	C	23	8//18405090	F	CSN	      
57121	02/12/2010	MOSA	MN	29	F	23	8//184060100	F	CSN	      
57122	02/12/2010	MOSA	MN	24	D	27	8//18406070	M	AN	      
57123	02/12/2010	MOSA	MN	26	A	31	8//18406080	M	AN	      
57124	02/12/2010	MOSA	MN	29	E	29	8//18406090	M	AN	      
57125	02/12/2010	MOSA	MN	22	G	27	8//184070100	M	AN	      
57126	02/12/2010	MOSA	MN	29	B	28	8//18407080	F	CSN	      
57127	02/12/2010	MOSA	MN	25	A	39	8//18407090	M	AN	      
57128	02/12/2010	MOSA	MN	20	D	30	8//184080100	F	CSN	      
57129	02/12/2010	MOSA	MN	25	I	42	8//18408090	M	AN	      
57130	02/12/2010	MOSA	MN	28	J	25	8//184090100	F	CSN	      
57131	02/12/2010	MOSA	MN	15	C	32	8//185060100	M	AN	      
57132	02/12/2010	MOSA	MN	30	I	21	8//18506070	F	CSN	      
57133	02/12/2010	MOSA	MN	28	A	23	8//18506080	F	CSN	      
57134	02/12/2010	MOSA	MN	15	I	30	8//18506090	M	AN	      
57135	02/12/2010	MOSA	MN	12	J	25	8//185070100	F	CSN	      
57136	02/12/2010	MOSA	MN	18	I	24	8//18507080	F	CSN	      
57137	02/12/2010	MOSA	MN	18	B	29	8//18507090	F	CSN	      
57138	02/12/2010	MOSA	MN	9	H	24	8//185080100	M	AN	      
57139	02/12/2010	MOSA	MN	12	I	25	8//18508090	M	AN	      
57140	02/12/2010	MOSA	MN	3	I	32	8//185090100	F	CSN	      
57141	02/12/2010	MOSA	MN	3	E	35	8//2102060100	M	AN	      
57142	02/12/2010	MOSA	MN	3	C	29	8//210206070	F	CSN	      
57143	02/12/2010	MOSA	MN	3	D	22	8//210206080	F	CSN	      
57144	02/12/2010	MOSA	MN	3	A	24	8//210206090	M	AN	      
57145	02/12/2010	MOSA	MN	23	D	30	8//2102070100	F	CSN	      
57146	02/12/2010	MOSA	MN	22	C	29	8//210207080	M	AN	      
57147	02/12/2010	MOSA	MN	23	B	24	8//210207090	F	CSN	      
57148	02/12/2010	MOSA	MN	16	E	45	8//2102080100	F	CSN	      
57149	02/12/2010	MOSA	MN	16	D	34	8//210208090	M	AN	      
57150	02/12/2010	MOSA	MN	11	G	32	8//2102090100	F	CSN	      
57151	02/12/2010	MOSA	MN	6	F	26	8//2103060100	M	AN	      
57152	02/12/2010	MOSA	MN	21	B	33	8//210306080	M	AN	      
57153	02/12/2010	MOSA	MN	27	A	21	8//210306090	F	CSN	      
57154	02/12/2010	MOSA	MN	7	B	23	8//2103070100	F	CSN	      
57155	02/12/2010	MOSA	MN	6	H	26	8//210307080	F	CSN	      
57156	02/12/2010	MOSA	MN	8	H	42	8//210307090	F	CSN	      
57157	02/12/2010	MOSA	MN	2	F	21	8//2103080100	M	AN	      
57158	02/12/2010	MOSA	MN	8	J	33	8//210308090	M	AN	      
57159	02/12/2010	MOSA	MN	13	G	24	8//220307080	F	CSN	      
57160	02/12/2010	MOSA	MN	16	A	27	8//27203080	M	AN	      
57161	02/12/2010	MOSA	MN	24	E	38	8//481060	M	AN	     CON  
57162	02/12/2010	MOSA	MN	25	B	30	8//485070	M	AN	      
57163	02/12/2010	MOSA	MN	28	I	29	8//51030100	F	CSN	      
57164	02/12/2010	MOSA	MN	28	I	29	8//51030100	F	CSN	      
57165	02/12/2010	MOSA	MN	20	A	26	8//51060100	F	CSN	      
57166	02/12/2010	MOSA	MN	8	D	29	8//5106080	M	AN	      
57167	02/12/2010	MOSA	MN	11	A	30	8//52030100	M	AN	      
57168	02/12/2010	MOSA	MN	29	H	25	8//5204070	F	CSN	      
57169	02/12/2010	MOSA	MN	27	F	47	8//5204090	M	AN	      
57170	02/12/2010	MOSA	MN	20	E	34	8//5206090	F	CSN	      
57171	02/12/2010	MOSA	MN	11	H	28	8//5305090	M	AN	      
57172	02/12/2010	MOSA	MN	12	C	25	8//5306090	F	CSN	      
57173	02/12/2010	MOSA	MN	30	J	25	8//5307090	M	AN	      
57174	02/12/2010	MOSA	MN	29	A	30	8//5308090	F	CSN	      
57175	02/12/2010	MOSA	MN	23	C	44	8//5406080	M	AN	     CON  
57176	02/12/2010	MOSA	TA	1	E	72	8//55060100	F	CSN	      
57177	02/12/2010	MOSA	MN	11	I	37	8//61020100	M	AN	      
57178	02/12/2010	MOSA	MN	4	E	44	8//6102060	M	AN	      
57179	02/12/2010	MOSA	LR	13	A	39	8//6104070	M	AN	      
57180	02/12/2010	MOSA	MN	22	H	38	8//6304090	M	AN	      
57181	02/12/2010	MOSA	MN	29	I	23	8//6405080	M	AN	      
57182	02/12/2010	MOSA	MN	25	F	47	8//64080100	M	AN	      
57183	02/12/2010	MOSA	MN	7	F	40	8//67308090	M	AN	      
57184	02/12/2010	MOSA	MN	19	F	28	8//7103070	M	AN	      
57185	02/12/2010	MOSA	MN	1	F	37	8//7104080	F	CSN	      
57186	02/12/2010	MOSA	MN	7	I	30	8//71060100	M	AN	      
57187	02/12/2010	MOSA	TA	5	A	82	8//71090b	F	CSN	      
57188	02/12/2010	MOSA	MN	2	H	22	8//7204060	M	AN	      
57189	02/12/2010	MOSA	MN	1	H	40	8//7204080	F	CSN	      
57190	02/12/2010	MOSA	MN	21	J	27	8//72050100	M	AN	      
57191	02/12/2010	MOSA	MN	3	J	38	8//7206090	F	CSN	      
57192	02/12/2010	MOSA	TA	2	G	68	8//7208090	F	CSN	      
57193	02/12/2010	MOSA	MN	21	H	26	8//7305080	M	AN	      
57194	02/12/2010	MOSA	MN	15	B	28	8//7305090	M	AN	      
57195	02/12/2010	MOSA	MN	11	B	28	8//73090100	F	CSN	      
57196	02/12/2010	MOSA	MN	12	D	18	8//7406080	F	CSN	      
57197	02/12/2010	MOSA	MN	13	D	34	8//7406090	F	CSN	      
57198	02/12/2010	MOSA	MN	23	F	31	8//75080100	F	CSN	      
57199	02/12/2010	MOSA	MN	22	E	29	8//7508090	M	AN	      
57200	02/12/2010	MOSA	MN	27	G	34	8//8102070	M	AN	      
57201	02/12/2010	MOSA	MN	23	B	30	8//8203080	M	AN	      
57202	02/12/2010	MOSA	MN	23	B	30	8//8203080	M	AN	      
57203	02/12/2010	MOSA	MN	5	H	28	8//8204060	M	AN	      
57204	03/12/2010	MOSA	MN	18	A	33	8//1102060100	F	CSN	      
57205	03/12/2010	MOSA	MN	19	F	35	8//1102080100	M	AN	      
57206	03/12/2010	MOSA	MN	7	B	44	8//110307090	M	AN	      
57207	03/12/2010	MOSA	MN	12	C	35	8//110406070	M	AN	      
57208	03/12/2010	MOSA	MN	9	A	25	8//110406080	F	CSN	      
57209	03/12/2010	MOSA	MN	29	F	29	8//110506070	M	AN	      
57210	03/12/2010	MOSA	MN	14	H	49	8//1203060100	M	AN	      
57211	03/12/2010	MOSA	MN	18	B	26	8//120308090	M	AN	      
57212	03/12/2010	MOSA	MN	15	C	44	8//120406090	F	CSN	      
57213	03/12/2010	MOSA	MN	11	C	20	8//130507090	M	AN	      
57214	03/12/2010	MOSA	MN	5	H	23	8//140506090	M	AN	      
57215	03/12/2010	MOSA	MN	7	A	17	8//15104090	F	CSN	      
57216	03/12/2010	MOSA	MN	27	E	21	8//15106090	F	CSN	      
57217	03/12/2010	MOSA	MN	6	B	25	8//15205070	M	AN	      
57218	03/12/2010	MOSA	MN	4	I	35	8//15205090	F	CSN	      
57219	03/12/2010	MOSA	MN	19	H	19	8//15207090	M	AN	      
57220	03/12/2010	MOSA	MN	20	H	24	8//15208090b	M	AN	      
57221	03/12/2010	MOSA	MN	22	E	29	8//15304060	F	CSN	      
57222	03/12/2010	MOSA	MN	7	I	24	8//15305060	M	AN	      
57223	03/12/2010	MOSA	MN	12	B	31	8//15305070	M	AN	      
57224	03/12/2010	MOSA	MN	1	J	25	8//16104080	F	CSN	      
57225	03/12/2010	MOSA	MN	22	B	32	8//16107080	M	AN	      
57226	03/12/2010	MOSA	MN	2	G	21	8//162030100	F	CSN	      
57227	03/12/2010	MOSA	MN	3	J	18	8//162040100	M	AN	      
57228	03/12/2010	MOSA	MN	17	B	44	8//16205090	M	AV	      
57229	03/12/2010	MOSA	MN	26	I	18	8//16206090	M	AN	      
57230	03/12/2010	MOSA	MN	13	I	16	8//16305060	M	AN	      
57231	03/12/2010	MOSA	MN	16	H	23	8//16405070	M	AN	      
57232	03/12/2010	MOSA	MN	29	A	31	8//16405090	M	AN	      
57233	03/12/2010	MOSA	MN	26	C	24	8//16407080	M	AN	      
